word,word_count,rank
etc,25,1459.0
forth,25,1459.0
component,25,1459.0
hiring,25,1459.0
promotion,25,1459.0
struggle,25,1459.0
orders,25,1459.0
lower,25,1459.0
waste,25,1459.0
bul,25,1459.0
paid,25,1459.0
chavez,25,1459.0
seven,25,1459.0
robust,25,1459.0
judy,25,1459.0
ivy,25,1459.0
record,25,1459.0
strongly,25,1459.0
location,25,1459.0
cv,25,1459.0
initiate,25,1459.0
moore,25,1459.0
upgrade,25,1459.0
remaining,25,1459.0
pupils,25,1459.0
lim,25,1459.0
accountable,25,1459.0
provision,25,1459.0
lee,25,1459.0
transition,25,1459.0
failure,25,1459.0
ratification,25,1459.0
hold,25,1459.0
assignment,25,1459.0
factors,25,1459.0
pending,25,1459.0
authorize,25,1459.0
carlos,25,1459.0
prep,25,1459.0
permit,25,1459.0
effects,25,1459.0
broad,25,1459.0
accurate,25,1459.0
morris,25,1459.0
postsecondary,25,1459.0
reappointment,25,1459.0
changing,24,1507.0
identification,24,1507.0
blue,24,1507.0
closing,24,1507.0
alex,24,1507.0
land,24,1507.0
hereto,24,1507.0
walk,24,1507.0
listed,24,1507.0
objectives,24,1507.0
storage,24,1507.0
proceedings,24,1507.0
immigrants,24,1507.0
notification,24,1507.0
updated,24,1507.0
source,24,1507.0
petitioners,24,1507.0
mou,24,1507.0
span,24,1507.0
negotiate,24,1507.0
card,24,1507.0
mitigation,24,1507.0
operational,24,1507.0
institutions,24,1507.0
gun,24,1507.0
membership,24,1507.0
serious,24,1507.0
organizational,24,1507.0
reported,24,1507.0
maintaining,24,1507.0
demonstrate,24,1507.0
sbac,24,1507.0
yolanda,24,1507.0
matthew,24,1507.0
birmingham,24,1507.0
body,24,1507.0
trigger,24,1507.0
applicable,24,1507.0
absenteeism,24,1507.0
colocation,24,1507.0
gay,24,1507.0
gas,23,1548.0
fixed,23,1548.0
despite,23,1548.0
reasons,23,1548.0
requiring,23,1548.0
succeed,23,1548.0
secondhand,23,1548.0
hybrid,23,1548.0
evaluate,23,1548.0
appeals,23,1548.0
housing,23,1548.0
security,23,1548.0
vaughn,23,1548.0
creative,23,1548.0
marquez,23,1548.0
compensation,23,1548.0
senator,23,1548.0
outreach,23,1548.0
shows,23,1548.0
experienced,23,1548.0
populations,23,1548.0
hours,23,1548.0
parks,23,1548.0
expanded,23,1548.0
susan,23,1548.0
adolescent,23,1548.0
authorizing,23,1548.0
type,23,1548.0
lesbian,23,1548.0
spent,23,1548.0
effect,23,1548.0
demand,23,1548.0
api,23,1548.0
expired,23,1548.0
concerning,23,1548.0
corporations,23,1548.0
transfer,23,1548.0
recently,23,1548.0
],23,1548.0
legislators,23,1548.0
excellence,23,1548.0
mary,23,1548.0
transgender,23,1548.0
variety,23,1548.0
regardless,23,1548.0
spring,23,1548.0
revisions,23,1548.0
opening,23,1548.0
bus,23,1548.0
behind,23,1548.0
[,23,1548.0
heart,23,1548.0
elizabeth,23,1548.0
matter,23,1548.0
concern,23,1548.0
similar,22,1603.0
monitor,22,1603.0
permits,22,1603.0
alternatives,22,1603.0
governance,22,1603.0
determine,22,1603.0
apply,22,1603.0
colegutirrez,22,1603.0
industry,22,1603.0
protesting,22,1603.0
eliminate,22,1603.0
find,22,1603.0
video,22,1603.0
collegeprepared,22,1603.0
incidents,22,1603.0
monthly,22,1603.0
ptsa,22,1603.0
chandler,22,1603.0
completion,22,1603.0
cesar,22,1603.0
calls,22,1603.0
careers,22,1603.0
counties,22,1603.0
historically,22,1603.0
advocate,22,1603.0
rise,22,1603.0
choose,22,1603.0
sciences,22,1603.0
monday,22,1603.0
armenian,22,1603.0
fact,22,1603.0
clay,22,1603.0
devices,22,1603.0
disability,22,1603.0
consistently,22,1603.0
proficient,22,1603.0
transit,22,1603.0
controller,22,1603.0
tk,22,1603.0
ad,22,1603.0
overall,22,1603.0
eliminated,22,1603.0
pedro,22,1603.0
warren,22,1603.0
sanchez,22,1603.0
peace,22,1603.0
clinics,22,1603.0
negative,21,1650.0
writing,21,1650.0
vendors,21,1650.0
barbara,21,1650.0
employers,21,1650.0
signature,21,1650.0
bisexual,21,1650.0
carl,21,1650.0
cognitive,21,1650.0
payment,21,1650.0
daniel,21,1650.0
operate,21,1650.0
establishing,21,1650.0
asthma,21,1650.0
causes,21,1650.0
henry,21,1650.0
enable,21,1650.0
intensive,21,1650.0
postpone,21,1650.0
extension,21,1650.0
short,21,1650.0
sbp,21,1650.0
aid,21,1650.0
delegation,21,1650.0
color,21,1650.0
placement,21,1650.0
literature,21,1650.0
persons,21,1650.0
commented,21,1650.0
white,21,1650.0
star,21,1650.0
trustees,21,1650.0
folsom,21,1650.0
identifying,21,1650.0
components,21,1650.0
parkinsons,21,1650.0
mexico,21,1650.0
deficits,21,1650.0
exposure,21,1650.0
particularly,21,1650.0
q,21,1650.0
alone,21,1650.0
southern,21,1650.0
civic,21,1650.0
submission,21,1650.0
granada,21,1650.0
mendez,21,1650.0
relief,21,1650.0
mandated,21,1650.0
competition,21,1650.0
childs,21,1650.0
hundreds,21,1650.0
collegeready,21,1650.0
move,21,1650.0
coordination,21,1650.0
background,21,1650.0
ladwp,21,1650.0
alteration,21,1650.0
seeking,21,1650.0
roberto,21,1650.0
works,21,1650.0
consolidated,21,1650.0
pta,21,1650.0
apple,21,1650.0
spending,21,1650.0
lunch,21,1650.0
intended,21,1650.0
gains,21,1650.0
collaborate,21,1650.0
ever,21,1650.0
competitive,21,1650.0
referred,21,1650.0
conflict,21,1650.0
instructs,20,1723.0
supreme,20,1723.0
equitas,20,1723.0
determines,20,1723.0
graduating,20,1723.0
advancement,20,1723.0
truancy,20,1723.0
expanding,20,1723.0
counseling,20,1723.0
buzzetti,20,1723.0
diverse,20,1723.0
aware,20,1723.0
maywood,20,1723.0
harvest,20,1723.0
dates,20,1723.0
innovative,20,1723.0
raise,20,1723.0
matrix,20,1723.0
yet,20,1723.0
nominations,20,1723.0
bullying,20,1723.0
integration,20,1723.0
distance,20,1723.0
thanks,20,1723.0
worked,20,1723.0
closure,20,1723.0
basis,20,1723.0
vital,20,1723.0
search,20,1723.0
topics,20,1723.0
matt,20,1723.0
experts,20,1723.0
owners,20,1723.0
edward,20,1723.0
volunteer,20,1723.0
misconduct,20,1723.0
jaime,20,1723.0
advantage,20,1723.0
asset,20,1723.0
expression,20,1723.0
accomplishments,20,1723.0
abstentions,20,1723.0
overview,20,1723.0
see,20,1723.0
teens,20,1723.0
ethnicity,20,1723.0
nonprofit,20,1723.0
nationwide,20,1723.0
relocation,20,1723.0
obama,20,1723.0
replacement,20,1723.0
equipment,20,1723.0
structures,20,1723.0
becoming,19,1776.0
demographic,19,1776.0
dedications,19,1776.0
kennedy,19,1776.0
creativity,19,1776.0
csu,19,1776.0
index,19,1776.0
educator,19,1776.0
involving,19,1776.0
mendoza,19,1776.0
contact,19,1776.0
far,19,1776.0
william,19,1776.0
edgar,19,1776.0
schedules,19,1776.0
codes,19,1776.0
thus,19,1776.0
srldp,19,1776.0
bilingual,19,1776.0
behaviors,19,1776.0
js,19,1776.0
excellent,19,1776.0
certificate,19,1776.0
paul,19,1776.0
prioritize,19,1776.0
jerry,19,1776.0
cynthia,19,1776.0
updates,19,1776.0
outlined,19,1776.0
sustainability,19,1776.0
advisors,19,1776.0
harassment,19,1776.0
takes,19,1776.0
affidavit,19,1776.0
electors,19,1776.0
older,19,1776.0
alignment,19,1776.0
sizes,19,1776.0
york,19,1776.0
judith,19,1776.0
colocated,19,1776.0
att,19,1776.0
terrence,19,1776.0
library,19,1776.0
brothers,19,1776.0
buildings,19,1776.0
contractor,19,1776.0
sarah,19,1776.0
lawrence,19,1776.0
engineering,19,1776.0
genocide,19,1776.0
oath,19,1776.0
bocs,19,1776.0
credentialed,19,1776.0
strengthen,19,1776.0
kogan,19,1776.0
carter,19,1776.0
rules,19,1776.0
mexican,19,1776.0
severe,19,1776.0
situated,19,1776.0
surveys,19,1776.0
attorney,19,1776.0
believes,19,1776.0
unless,19,1776.0
ron,19,1776.0
compared,19,1776.0
extend,19,1776.0
administered,19,1776.0
seats,19,1776.0
cycle,19,1776.0
enough,19,1776.0
businesses,19,1776.0
affordable,19,1776.0
applicant,19,1776.0
impacts,19,1776.0
lea,19,1776.0
achieving,19,1776.0
pursuance,19,1776.0
sense,19,1776.0
give,19,1776.0
outdoor,19,1776.0
continuing,19,1776.0
face,19,1776.0
standardsbased,19,1776.0
internal,18,1861.0
affairs,18,1861.0
practice,18,1861.0
enterprises,18,1861.0
dyslexia,18,1861.0
fletcher,18,1861.0
path,18,1861.0
example,18,1861.0
hour,18,1861.0
curfew,18,1861.0
budgetary,18,1861.0
changed,18,1861.0
delivered,18,1861.0
gate,18,1861.0
homework,18,1861.0
treasurer,18,1861.0
impacted,18,1861.0
everyone,18,1861.0
targeted,18,1861.0
instead,18,1861.0
proper,18,1861.0
interdistrict,18,1861.0
utilize,18,1861.0
enrichment,18,1861.0
directory,18,1861.0
whose,18,1861.0
declaration,18,1861.0
certified,18,1861.0
particular,18,1861.0
specialized,18,1861.0
interests,18,1861.0
amicus,18,1861.0
davis,18,1861.0
culturally,18,1861.0
attending,18,1861.0
eligibility,18,1861.0
cac,18,1861.0
oral,18,1861.0
appoint,18,1861.0
resulting,18,1861.0
congressional,18,1861.0
celebrates,18,1861.0
signup,18,1861.0
frances,18,1861.0
cheryl,18,1861.0
disciplinary,18,1861.0
afterschool,18,1861.0
angel,18,1861.0
drop,18,1861.0
experiencing,18,1861.0
equality,18,1861.0
evaluations,18,1861.0
dismiss,18,1861.0
deferred,18,1861.0
jr,18,1861.0
juanita,18,1861.0
away,18,1861.0
lot,18,1861.0
pursue,18,1861.0
ramirez,18,1861.0
fields,18,1861.0
forced,18,1861.0
womens,18,1861.0
correct,18,1861.0
ages,18,1861.0
lcff,18,1861.0
designs,18,1861.0
utilizing,18,1861.0
formal,18,1861.0
crdenas,18,1861.0
scholars,18,1861.0
disproportionate,18,1861.0
racial,18,1861.0
homelessness,18,1861.0
sale,18,1861.0
consumption,18,1861.0
join,18,1861.0
absence,18,1861.0
kim,18,1861.0
consultants,18,1861.0
freedom,18,1861.0
software,18,1861.0
dream,18,1861.0
admissions,18,1861.0
wellbeing,18,1861.0
hope,18,1861.0
meal,17,1947.0
stability,17,1947.0
dollar,17,1947.0
owner,17,1947.0
learned,17,1947.0
light,17,1947.0
riverside,17,1947.0
educate,17,1947.0
enhance,17,1947.0
reinstate,17,1947.0
canyon,17,1947.0
advanced,17,1947.0
facing,17,1947.0
fewer,17,1947.0
drivers,17,1947.0
proven,17,1947.0
messages,17,1947.0
overallocated,17,1947.0
violations,17,1947.0
look,17,1947.0
occupational,17,1947.0
watts,17,1947.0
temporary,17,1947.0
virtual,17,1947.0
differences,17,1947.0
yes,17,1947.0
reserve,17,1947.0
leon,17,1947.0
universities,17,1947.0
martin,17,1947.0
protected,17,1947.0
schoolwide,17,1947.0
jordan,17,1947.0
undocumented,17,1947.0
yoshimototowery,17,1947.0
aforementioned,17,1947.0
countries,17,1947.0
allocate,17,1947.0
jos,17,1947.0
voter,17,1947.0
nine,17,1947.0
deaf,17,1947.0
responses,17,1947.0
evidencebased,17,1947.0
expertise,17,1947.0
disproportionately,17,1947.0
approaches,17,1947.0
choices,17,1947.0
drain,17,1947.0
taylor,17,1947.0
however,17,1947.0
mg,17,1947.0
release,17,1947.0
veronica,17,1947.0
extent,17,1947.0
residents,17,1947.0
revise,17,1947.0
presidents,17,1947.0
managers,17,1947.0
little,17,1947.0
square,17,1947.0
diana,17,1947.0
released,17,1947.0
mechanisms,17,1947.0
indicators,17,1947.0
generation,17,1947.0
co,17,1947.0
clearly,17,1947.0
rather,17,1947.0
retired,17,1947.0
movement,17,1947.0
peer,17,1947.0
aspects,17,1947.0
protocols,17,1947.0
theme,17,1947.0
solving,17,1947.0
tier,17,1947.0
computers,17,1947.0
firm,17,1947.0
advisor,17,1947.0
laspd,17,1947.0
dorsey,17,1947.0
effectively,17,1947.0
successor,17,1947.0
taxes,17,1947.0
transparent,17,1947.0
peers,16,2033.0
lacoe,16,2033.0
allocation,16,2033.0
citizenship,16,2033.0
resource,16,2033.0
affected,16,2033.0
voices,16,2033.0
diploma,16,2033.0
hollywood,16,2033.0
communitybased,16,2033.0
harris,16,2033.0
empower,16,2033.0
probationary,16,2033.0
officials,16,2033.0
grantee,16,2033.0
complaints,16,2033.0
indicate,16,2033.0
cueto,16,2033.0
resulted,16,2033.0
declaring,16,2033.0
quantum,16,2033.0
w,16,2033.0
alternate,16,2033.0
aligning,16,2033.0
base,16,2033.0
offering,16,2033.0
careerready,16,2033.0
always,16,2033.0
millions,16,2033.0
decrease,16,2033.0
innercity,16,2033.0
budgets,16,2033.0
eric,16,2033.0
gaps,16,2033.0
recruitment,16,2033.0
cpc,16,2033.0
exceed,16,2033.0
augustus,16,2033.0
methods,16,2033.0
guide,16,2033.0
schmader,16,2033.0
follow,16,2033.0
walking,16,2033.0
cafeteria,16,2033.0
took,16,2033.0
book,16,2033.0
guardian,16,2033.0
howell,16,2033.0
poor,16,2033.0
caused,16,2033.0
victims,16,2033.0
reinstatement,16,2033.0
contribute,16,2033.0
mandates,16,2033.0
reelection,16,2033.0
employed,16,2033.0
showed,16,2033.0
curricula,16,2033.0
thinking,16,2033.0
jesus,16,2033.0
helping,16,2033.0
gained,16,2033.0
indicates,16,2033.0
meals,16,2033.0
factor,16,2033.0
fire,16,2033.0
informed,16,2033.0
daytime,16,2033.0
examine,16,2033.0
suspends,16,2033.0
waddles,16,2033.0
sufficient,16,2033.0
immersion,16,2033.0
unions,16,2033.0
girls,16,2033.0
hometoschool,16,2033.0
birth,16,2033.0
multiyear,16,2033.0
allowing,16,2033.0
none,16,2033.0
welcoming,16,2033.0
generate,16,2033.0
negotiated,16,2033.0
municipal,16,2033.0
thomas,16,2033.0
preferences,16,2033.0
guillen,16,2033.0
although,16,2033.0
score,16,2033.0
hereinafter,16,2033.0
operators,16,2033.0
anyone,16,2033.0
indian,16,2033.0
tests,16,2033.0
corp,16,2033.0
copy,15,2128.0
facts,15,2128.0
midyear,15,2128.0
want,15,2128.0
lowest,15,2128.0
scholarship,15,2128.0
entitled,15,2128.0
getting,15,2128.0
harm,15,2128.0
collection,15,2128.0
invest,15,2128.0
dignity,15,2128.0
oscar,15,2128.0
balancing,15,2128.0
garden,15,2128.0
ucla,15,2128.0
incentive,15,2128.0
devastating,15,2128.0
delayed,15,2128.0
bills,15,2128.0
secure,15,2128.0
keeping,15,2128.0
engaging,15,2128.0
luna,15,2128.0
harmful,15,2128.0
lisa,15,2128.0
robinson,15,2128.0
commit,15,2128.0
founding,15,2128.0
measurable,15,2128.0
diane,15,2128.0
lessons,15,2128.0
today,15,2128.0
letter,15,2128.0
done,15,2128.0
utilized,15,2128.0
otherwise,15,2128.0
lcap,15,2128.0
sector,15,2128.0
limitations,15,2128.0
timely,15,2128.0
furedi,15,2128.0
internships,15,2128.0
tom,15,2128.0
influence,15,2128.0
antibullying,15,2128.0
rivera,15,2128.0
karen,15,2128.0
keep,15,2128.0
potentially,15,2128.0
outlining,15,2128.0
assess,15,2128.0
men,15,2128.0
foods,15,2128.0
santa,15,2128.0
equip,15,2128.0
lifelong,15,2128.0
side,15,2128.0
analyze,15,2128.0
_____________________________________,15,2128.0
floor,15,2128.0
integral,15,2128.0
crossing,15,2128.0
walker,15,2128.0
regard,15,2128.0
projected,15,2128.0
step,15,2128.0
stem,15,2128.0
cst,15,2128.0
advance,15,2128.0
consensus,15,2128.0
patricia,15,2128.0
bringing,15,2128.0
miller,15,2128.0
respond,15,2128.0
condition,15,2128.0
connected,15,2128.0
anthony,15,2128.0
pathway,15,2128.0
deep,15,2128.0
processes,15,2128.0
feel,15,2128.0
laura,15,2128.0
allocated,15,2128.0
comply,15,2128.0
revocation,15,2128.0
contractual,15,2128.0
parker,15,2128.0
neighborhoods,15,2128.0
draft,15,2128.0
declared,15,2128.0
award,15,2128.0
hazard,15,2128.0
method,15,2128.0
collegiate,15,2128.0
electric,15,2128.0
driver,15,2128.0
preference,14,2225.0
death,14,2225.0
going,14,2225.0
pc,14,2225.0
elimination,14,2225.0
sylvia,14,2225.0
maintained,14,2225.0
reclassification,14,2225.0
kids,14,2225.0
gutierrez,14,2225.0
candidates,14,2225.0
dropouts,14,2225.0
feasibility,14,2225.0
hudnut,14,2225.0
donation,14,2225.0
magnets,14,2225.0
objective,14,2225.0
rev,14,2225.0
growing,14,2225.0
storm,14,2225.0
desired,14,2225.0
agreed,14,2225.0
desire,14,2225.0
differentiated,14,2225.0
explore,14,2225.0
serrano,14,2225.0
languages,14,2225.0
observance,14,2225.0
headquarters,14,2225.0
visits,14,2225.0
semester,14,2225.0
trained,14,2225.0
jones,14,2225.0
motions,14,2225.0
guidance,14,2225.0
risks,14,2225.0
eg,14,2225.0
supervision,14,2225.0
calling,14,2225.0
greatest,14,2225.0
manuel,14,2225.0
round,14,2225.0
legally,14,2225.0
dedicating,14,2225.0
grow,14,2225.0
deeds,14,2225.0
chris,14,2225.0
remains,14,2225.0
circumstances,14,2225.0
gratitude,14,2225.0
events,14,2225.0
parcels,14,2225.0
initiated,14,2225.0
removal,14,2225.0
renovation,14,2225.0
sustained,14,2225.0
say,14,2225.0
send,14,2225.0
speech,14,2225.0
suggests,14,2225.0
greg,14,2225.0
classsize,14,2225.0
speaking,14,2225.0
cahsee,14,2225.0
llc,14,2225.0
notify,14,2225.0
seniors,14,2225.0
deliver,14,2225.0
started,14,2225.0
opened,14,2225.0
firms,14,2225.0
dba,14,2225.0
masterybased,14,2225.0
applied,14,2225.0
contingent,14,2225.0
thorough,14,2225.0
lorena,14,2225.0
circuit,14,2225.0
target,14,2225.0
considering,14,2225.0
grounds,14,2225.0
targets,14,2225.0
account,14,2225.0
actual,14,2225.0
agree,14,2225.0
blended,14,2225.0
computer,14,2225.0
activity,14,2225.0
bridges,14,2225.0
demonstrated,14,2225.0
tickets,14,2225.0
voice,14,2225.0
angelesorange,14,2225.0
zero,14,2225.0
details,14,2225.0
lgbt,14,2225.0
determining,13,2321.0
detailed,13,2321.0
expenditure,13,2321.0
wages,13,2321.0
multilingual,13,2321.0
designation,13,2321.0
possibility,13,2321.0
utility,13,2321.0
buendia,13,2321.0
perform,13,2321.0
longer,13,2321.0
actively,13,2321.0
payments,13,2321.0
allies,13,2321.0
difficult,13,2321.0
fifth,13,2321.0
range,13,2321.0
parties,13,2321.0
things,13,2321.0
setting,13,2321.0
compete,13,2321.0
usc,13,2321.0
animo,13,2321.0
representation,13,2321.0
acquisition,13,2321.0
array,13,2321.0
near,13,2321.0
fixtures,13,2321.0
harbor,13,2321.0
successfully,13,2321.0
claim,13,2321.0
decisionmaking,13,2321.0
pertaining,13,2321.0
lagrosa,13,2321.0
authorizes,13,2321.0
exceeded,13,2321.0
ultimately,13,2321.0
chronically,13,2321.0
outstanding,13,2321.0
verdugo,13,2321.0
emerson,13,2321.0
removing,13,2321.0
crucial,13,2321.0
pandemic,13,2321.0
alma,13,2321.0
allegations,13,2321.0
healthcare,13,2321.0
separate,13,2321.0
vigil,13,2321.0
helps,13,2321.0
organizing,13,2321.0
compact,13,2321.0
original,13,2321.0
roadmap,13,2321.0
show,13,2321.0
jennifer,13,2321.0
demographics,13,2321.0
governmental,13,2321.0
sandra,13,2321.0
reason,13,2321.0
awarded,13,2321.0
forum,13,2321.0
electronic,13,2321.0
placing,13,2321.0
hardship,13,2321.0
brought,13,2321.0
break,13,2321.0
elements,13,2321.0
owed,13,2321.0
collect,13,2321.0
rosa,13,2321.0
violation,13,2321.0
constitutional,13,2321.0
silvia,13,2321.0
identity,13,2321.0
unprecedented,13,2321.0
delays,13,2321.0
continuous,13,2321.0
_______________________________________,13,2321.0
perkins,13,2321.0
affirming,13,2321.0
donna,13,2321.0
indicating,13,2321.0
twothirds,13,2321.0
educated,13,2321.0
employ,13,2321.0
nurses,13,2321.0
garfield,13,2321.0
westchester,13,2321.0
enroll,13,2321.0
threshold,13,2321.0
graduated,13,2321.0
vaccination,13,2321.0
deserve,13,2321.0
followed,13,2321.0
allison,13,2321.0
turner,13,2321.0
entities,13,2321.0
shortfall,13,2321.0
medicaid,13,2321.0
accessible,13,2321.0
designee,13,2321.0
locations,13,2321.0
instruct,13,2321.0
beckles,13,2321.0
performed,13,2321.0
sonia,13,2321.0
baca,13,2321.0
obligation,13,2321.0
alicia,12,2430.0
know,12,2430.0
transfers,12,2430.0
unprofessional,12,2430.0
reasonable,12,2430.0
became,12,2430.0
substantial,12,2430.0
obligations,12,2430.0
isabel,12,2430.0
rose,12,2430.0
colleges,12,2430.0
liability,12,2430.0
demands,12,2430.0
avila,12,2430.0
natural,12,2430.0
petitioner,12,2430.0
visual,12,2430.0
cruz,12,2430.0
canter,12,2430.0
rescission,12,2430.0
necessity,12,2430.0
seen,12,2430.0
encouraged,12,2430.0
walsh,12,2430.0
calendars,12,2430.0
oaks,12,2430.0
solis,12,2430.0
displaced,12,2430.0
fonseca,12,2430.0
thence,12,2430.0
hilda,12,2430.0
earthquake,12,2430.0
projections,12,2430.0
denim,12,2430.0
urinals,12,2430.0
ee,12,2430.0
retained,12,2430.0
molina,12,2430.0
ronald,12,2430.0
stating,12,2430.0
fourth,12,2430.0
respective,12,2430.0
christopher,12,2430.0
betty,12,2430.0
downing,12,2430.0
layoffs,12,2430.0
jacqueline,12,2430.0
joseph,12,2430.0
kevin,12,2430.0
challenging,12,2430.0
maintains,12,2430.0
coordinated,12,2430.0
explained,12,2430.0
implications,12,2430.0
selpa,12,2430.0
zeff,12,2430.0
disclosed,12,2430.0
distributed,12,2430.0
threat,12,2430.0
attempts,12,2430.0
series,12,2430.0
